course	section	lesson_number	lesson_title	file_path	audit_status	severity	gaps	applied_fix	public_profile	notes
Android	00-nivel-cero	1	Nivel Cero · Introducción	00-nivel-cero/00-introduccion.md	pendiente	NA			public_default	
Android	00-nivel-cero	2	Nivel Cero · Setup	00-nivel-cero/00-setup.md	pendiente	NA			public_default	
Android	00-nivel-cero	3	Nivel Cero · 01 · Qué es software	00-nivel-cero/01-que-es-software.md	pendiente	NA			public_default	
Android	00-nivel-cero	4	Nivel Cero · 02 · Lógica básica	00-nivel-cero/02-logica-basica.md	pendiente	NA			public_default	
Android	00-nivel-cero	5	Nivel Cero · 03 · Primer Kotlin	00-nivel-cero/03-primer-kotlin.md	pendiente	NA			public_default	
Android	00-nivel-cero	6	Nivel Cero · 04 · Variables y tipos	00-nivel-cero/04-variables-y-tipos.md	pendiente	NA			public_default	
Android	00-nivel-cero	7	Nivel Cero · 05 · Condicionales y bucles	00-nivel-cero/05-condicionales-y-bucles.md	pendiente	NA			public_default	
Android	00-nivel-cero	8	Nivel Cero · 06 · Funciones	00-nivel-cero/06-funciones.md	pendiente	NA			public_default	
Android	00-nivel-cero	9	Nivel Cero · 07 · Errores frecuentes	00-nivel-cero/07-errores-frecuentes.md	pendiente	NA			public_default	
Android	00-nivel-cero	10	Nivel Cero · 08 · Android Studio desde cero	00-nivel-cero/08-android-studio-desde-cero.md	pendiente	NA			public_default	
Android	00-nivel-cero	11	Nivel Cero · 09 · Primera app con Compose	00-nivel-cero/09-primera-app-compose.md	pendiente	NA			public_default	
Android	00-nivel-cero	12	Nivel Cero · 10 · Inputs y validación	00-nivel-cero/10-inputs-y-validacion.md	pendiente	NA			public_default	
Android	00-nivel-cero	13	Nivel Cero · 11 · Navegación simple	00-nivel-cero/11-navegacion-simple.md	pendiente	NA			public_default	
Android	00-nivel-cero	14	Nivel Cero · 12 · Proyecto integrador: Rutina Diaria	00-nivel-cero/12-proyecto-rutina-diaria.md	pendiente	NA			public_default	
Android	00-nivel-cero	15	Entregables de Nivel Cero	00-nivel-cero/entregables-nivel-cero.md	pendiente	NA			public_default	
Android	01-junior	1	Nivel Junior · 00 · De Nivel Cero a desarrollo Android real	01-junior/00-introduccion.md	pendiente	NA			public_default	
Android	01-junior	2	Nivel Junior · 00-setup · Entorno profesional Android paso a paso	01-junior/00-setup-junior.md	pendiente	NA			public_default	
Android	01-junior	3	Nivel Junior · 01 · Arquitectura Android recomendada sin complicarte la vida	01-junior/01-arquitectura-android-recomendada.md	pendiente	NA			public_default	
Android	01-junior	4	Nivel Junior · 02 · Primera feature profesional: estado, eventos, ViewModel y repositorio	01-junior/02-feature-base-practica.md	pendiente	NA			public_default	
Android	01-junior	5	Nivel Junior · 03 · Navegación moderna con Navigation Compose (explicada sin saltos)	01-junior/03-navegacion-moderna-navigation-compose.md	pendiente	NA			public_default	
Android	01-junior	6	Nivel Junior · 04 · Hilt desde cero, sin magia y con contexto real	01-junior/04-hilt-integracion-inicial.md	pendiente	NA			public_default	
Android	01-junior	7	Nivel Junior · 05 · Room offline-first explicado desde la base	01-junior/05-room-offline-first.md	pendiente	NA			public_default	
Android	01-junior	8	Nivel Junior · 06 · DataStore explicado de verdad: preferencias y estado ligero	01-junior/06-datastore-estado-ligero.md	pendiente	NA			public_default	
Android	01-junior	9	Nivel Junior · 07 · WorkManager explicado sin lagunas: tareas persistentes en segundo plano	01-junior/07-workmanager-tareas-persistentes.md	pendiente	NA			public_default	
Android	01-junior	10	Nivel Junior · 08 · Compose UI Testing sin atajos: prueba lo que ve el usuario	01-junior/08-compose-ui-testing.md	pendiente	NA			public_default	
Android	01-junior	11	Nivel Junior · 09 · Pruebas unitarias de ViewModel y repositorio explicadas paso a paso	01-junior/09-pruebas-unitarias-viewmodel-repositorio.md	pendiente	NA			public_default	
Android	01-junior	12	Entregables de Nivel Junior	01-junior/entregables-nivel-junior.md	pendiente	NA			public_default	
Android	02-midlevel	1	Nivel Midlevel · 00 · Qué cambia desde Junior y por qué	02-midlevel/00-introduccion.md	pendiente	NA			public_default	
Android	02-midlevel	2	Nivel Midlevel · 01 · Capa de red robusta con Retrofit y OkHttp, guiada paso a paso	02-midlevel/01-red-robusta-retrofit-okhttp.md	pendiente	NA			public_default	
Android	02-midlevel	3	Nivel Midlevel · 02 · Offline-first y sincronización local/remoto, paso a paso	02-midlevel/02-offline-first-sincronizacion.md	pendiente	NA			public_default	
Android	02-midlevel	4	Nivel Midlevel · 03 · Consistencia y resolución de conflictos sin perder datos	02-midlevel/03-consistencia-y-resolucion-de-conflictos.md	pendiente	NA			public_default	
Android	02-midlevel	5	Nivel Midlevel · 04 · Observabilidad y diagnóstico en Android, sin adivinar errores	02-midlevel/04-observabilidad-y-diagnostico.md	pendiente	NA			public_default	
Android	02-midlevel	6	Nivel Midlevel · 05 · Pruebas de integración para offline-first y sincronización real	02-midlevel/05-pruebas-de-integracion-offline-sync.md	pendiente	NA			public_default	
Android	02-midlevel	7	Nivel Midlevel · 06 · Quality Gates en CI para proteger offline-sync en cada PR	02-midlevel/06-quality-gates-ci-offline-sync.md	pendiente	NA			public_default	
Android	02-midlevel	8	Nivel Midlevel · 07 · Rendimiento en CI con Macrobenchmark y Baseline Profiles	02-midlevel/07-performance-ci-macrobenchmark-baselineprofiles.md	pendiente	NA			public_default	
Android	02-midlevel	9	Nivel Midlevel · 08 · Observabilidad en producción: métricas y alertas que te avisan antes del usuario	02-midlevel/08-observabilidad-produccion-metricas-alertas.md	pendiente	NA			public_default	
Android	02-midlevel	10	Nivel Midlevel · 09 · Decidir qué tocar primero usando métricas reales	02-midlevel/09-decisiones-evolutivas-con-metricas.md	pendiente	NA			public_default	
Android	02-midlevel	11	Nivel Midlevel · 10 · Gobernanza de dependencias entre features sin romper la arquitectura	02-midlevel/10-gobernanza-dependencias-entre-features.md	pendiente	NA			public_default	
Android	02-midlevel	12	Nivel Midlevel · 11 · Versionado de contratos internos sin romper a otros equipos	02-midlevel/11-versionado-contratos-internos.md	pendiente	NA			public_default	
Android	02-midlevel	13	Nivel Midlevel · 12 · Evolución de navegación y deep links sin romper rutas existentes	02-midlevel/12-evolucion-navegacion-y-deeplinks-compatibles.md	pendiente	NA			public_default	
Android	02-midlevel	14	Entregables de Nivel Midlevel	02-midlevel/entregables-nivel-midlevel.md	pendiente	NA			public_default	
Android	03-senior	1	Nivel Senior · 00 · Introducción: de construir features a operar producto real	03-senior/00-introduccion.md	pendiente	NA			public_default	
Android	03-senior	2	Nivel Senior · 01 · Release strategy y rollback seguro en Android	03-senior/01-release-strategy-y-rollback-seguro.md	pendiente	NA			public_default	
Android	03-senior	3	Nivel Senior · 02 · Incident response y runbooks operativos en Android	03-senior/02-incident-response-y-runbooks-operativos.md	pendiente	NA			public_default	
Android	03-senior	4	Nivel Senior · 03 · SLOs, error budgets y priorización real de fiabilidad en Android	03-senior/03-slos-error-budgets-priorizacion-fiabilidad.md	pendiente	NA			public_default	
Android	03-senior	5	Nivel Senior · 04 · Tablero operativo de fiabilidad y alertas que sí ayudan	03-senior/04-tablero-operativo-fiabilidad-y-alertas-accionables.md	pendiente	NA			public_default	
Android	03-senior	6	Nivel Senior · 05 · Gobernanza técnica de sprint: decidir con evidencia cuando roadmap y fiabilidad chocan	03-senior/05-gobernanza-tecnica-de-sprint-fiabilidad-vs-roadmap.md	pendiente	NA			public_default	
Android	03-senior	7	Nivel Senior · 06 · Simulación completa de sprint bajo presión: cómo decidir sin improvisar	03-senior/06-simulacion-sprint-bajo-presion-roadmap-y-fiabilidad.md	pendiente	NA			public_default	
Android	03-senior	8	Nivel Senior · 07 · Cierre de Senior: consolidar capacidades antes de escalar a Maestría	03-senior/07-cierre-del-bloque-senior-y-transicion-a-maestria.md	pendiente	NA			public_default	
Android	04-maestria	1	Nivel Maestría · 00 · Introducción: escalar sin perder claridad	04-maestria/00-introduccion.md	pendiente	NA			public_default	
Android	04-maestria	2	Nivel Maestría · 01 · Contratos evolutivos entre dominios Android	04-maestria/01-contratos-evolutivos-entre-dominios.md	pendiente	NA			public_default	
Android	04-maestria	3	Nivel Maestría · 02 · Bounded Contexts y ownership técnico en Android real	04-maestria/02-bounded-contexts-y-ownership-tecnico.md	pendiente	NA			public_default	
Android	04-maestria	4	Nivel Maestría · 03 · Mapa de dependencias y acoplamiento circular en Android	04-maestria/03-mapa-de-dependencias-y-acoplamiento-circular.md	pendiente	NA			public_default	
Android	04-maestria	5	Nivel Maestría · 04 · Migraciones transversales sin bloqueo en Android	04-maestria/04-migraciones-transversales-sin-bloqueo.md	pendiente	NA			public_default	
Android	04-maestria	6	Nivel Maestría · 05 · Coordinación de release, rollback y comunicación técnica en migraciones Android	04-maestria/05-coordinacion-release-rollback-y-comunicacion-tecnica.md	pendiente	NA			public_default	
Android	04-maestria	7	Nivel Maestría · 06 · Evolución multi‑equipo y gobernanza trimestral en Android	04-maestria/06-evolucion-multi-equipo-y-gobernanza-trimestral.md	pendiente	NA			public_default	
Android	04-maestria	8	Nivel Maestría · 07 · Defensa técnica del proyecto Android	04-maestria/07-defensa-tecnica-del-proyecto-android.md	pendiente	NA			public_default	
Android	04-maestria	9	Nivel Maestría · 08 · Cierre del proyecto final y publicación en Play Store	04-maestria/08-cierre-proyecto-final-y-publicacion-play-store.md	pendiente	NA			public_default	
Android	04-maestria	10	Nivel Maestría · 09 · Rúbrica final y entrevista técnica Android	04-maestria/09-rubrica-final-y-entrevista-tecnica-android.md	pendiente	NA			public_default	
Android	04-maestria	11	Nivel Maestría · 10 · Plan de 90 días después del curso	04-maestria/10-plan-de-90-dias-despues-del-curso.md	pendiente	NA			public_default	
Android	04-maestria	12	Nivel Maestría · 11 · Epílogo profesional y siguientes retos	04-maestria/11-epilogo-profesional-y-siguientes-retos.md	pendiente	NA			public_default	
Android	04-maestria	13	Nivel Maestría · 12 · Casos reales y antipatrones de equipos Android	04-maestria/12-casos-reales-y-antipatrones-de-equipos-android.md	pendiente	NA			public_default	
Android	04-maestria	14	Nivel Maestría · 13 · Operación a largo plazo y deuda técnica en Android	04-maestria/13-operacion-largo-plazo-y-deuda-tecnica.md	pendiente	NA			public_default	
Android	04-maestria	15	Nivel Maestría · 14 · Tu primer año en un equipo Android real	04-maestria/14-primer-ano-en-equipo-android-real.md	pendiente	NA			public_default	
Android	04-maestria	16	Nivel Maestría · 15 · Mapa de carrera Android: de junior a senior con criterio	04-maestria/15-mapa-de-carrera-android-de-junior-a-senior.md	pendiente	NA			public_default	
Android	04-maestria	17	Nivel Maestría · 16 · Cierre definitivo del recorrido Android	04-maestria/16-cierre-definitivo-del-recorrido-android.md	pendiente	NA			public_default	
Android	05-proyecto-final	1	Brief del proyecto final	05-proyecto-final/00-brief.md	pendiente	NA			public_default	
Android	05-proyecto-final	2	Proyecto final integrador · RuralGO FieldOps	05-proyecto-final/00-brief-ruralgo-fieldops.md	pendiente	NA			public_default	
Android	05-proyecto-final	3	Rúbrica de empleabilidad técnica · Proyecto final	05-proyecto-final/01-rubrica-empleabilidad.md	pendiente	NA			public_default	
Android	05-proyecto-final	4	Evidencias obligatorias de aprendizaje y calidad	05-proyecto-final/02-evidencias-obligatorias.md	pendiente	NA			public_default	
Android	05-proyecto-final	5	Operación Senior del proyecto final	05-proyecto-final/03-operacion-senior.md	pendiente	NA			public_default	
Android	05-proyecto-final	6	Gobernanza Maestría del proyecto final	05-proyecto-final/04-gobernanza-maestria.md	pendiente	NA			public_default	
Android	anexos	1	Glosario base	anexos/glosario.md	pendiente	NA			public_default	
Android	anexos	2	Guía real de publicación en Play Store para equipos Android	anexos/guia-publicacion-playstore-real.md	pendiente	NA			public_default	
Android	anexos	3	Preguntas de entrevista Android con respuestas de criterio	anexos/preguntas-entrevista-android.md	pendiente	NA			public_default	
Android	anexos	4	Proyecto final Android · Guía de ejecución real	anexos/proyecto-final-android.md	pendiente	NA			public_default	
SDD	00-informe	1	Informe híbrido de auditoría del curso SDD+IA con OpenSpec	00-informe/INFORME-CURSO.md	pendiente	NA			review_public	
SDD	00-informe	2	Decisiones tomadas del curso SDD	00-informe/DECISIONES-TOMADAS.md	pendiente	NA			review_public	
SDD	00-informe	3	Backlog tecnico y pedagogico del curso SDD	00-informe/TODO.md	pendiente	NA			review_public	
SDD	01-roadmap	1	Mapa maestro de 16 semanas: SDD enterprise de 0 a 100	01-roadmap/00-mapa-16-semanas.md	pendiente	NA			public_default	
SDD	docs	1	Política OpenSpec del curso (no negociable)	docs/openspec/politica-del-curso.md	pendiente	NA			review_public	
SDD	docs	2	OpenSpec en este curso (explicado para un junior)	docs/openspec/00-openspec-en-este-curso.md	pendiente	NA			review_public	
SDD	docs	3	RFC 0001: flujo de gobernanza para cambios mayores	docs/rfc/rfc-0001-governance-flow-for-major-changes.md	pendiente	NA			review_public	
SDD	docs	4	ADR 0001: contrato de navegacion entre features	docs/adr/0001-navigation-contract-between-features.md	pendiente	NA			review_public	
SDD	docs	5	ADR 0002: policy de fronteras de modulo ejecutable	docs/adr/0002-module-boundary-policy-enforced.md	pendiente	NA			review_public	
SDD	docs	6	ADR 0003: evidencia de gobernanza como condicion de avance	docs/adr/0003-governance-evidence-as-release-condition.md	pendiente	NA			review_public	
SDD	docs	7	Runbook de release Week 14	docs/release/week14-release-runbook.md	pendiente	NA			review_public	
SDD	docs	8	Rollback drill 2026-02-13	docs/release/drills/2026-02-13-rollback-drill.md	pendiente	NA			review_public	
SDD	docs	9	Plan de hardening Week 15 para HelpdeskSDD	docs/hardening/week15-hardening-plan.md	pendiente	NA			review_public	
SDD	docs	10	Baseline de rendimiento Week 15	docs/hardening/week15-performance-baseline.md	pendiente	NA			review_public	
SDD	docs	11	Dossier de defensa final Week 16 para HelpdeskSDD	docs/final-defense/week16-defense-dossier.md	pendiente	NA			review_public	
SDD	docs	12	Narrativa de arquitectura Week 16	docs/final-defense/week16-architecture-narrative.md	pendiente	NA			review_public	
SDD	docs	13	Script de demo Week 16	docs/final-defense/week16-demo-script.md	pendiente	NA			review_public	
SDD	(root)	1	Índice global del curso SDD + IA	INDICE-GLOBAL.md	pendiente	NA			review_public	
SDD	00-preparacion	1	Semana 0 · Bienvenida: qué vas a aprender realmente en SDD + IA	00-preparacion/00-bienvenida-y-como-estudiar.md	pendiente	NA			public_default	
SDD	00-preparacion	2	Semana 0 · Setup macOS y Xcode para ejecutar el flujo sin bloqueos	00-preparacion/01-setup-macos-xcode.md	pendiente	NA			public_default	
SDD	00-preparacion	3	Semana 0 · Terminal básica para no perderte en el repositorio	00-preparacion/02-terminal-basica.md	pendiente	NA			public_default	
SDD	00-preparacion	4	Semana 0 · Git desde cero aplicado al ciclo de ticket	00-preparacion/03-git-desde-cero.md	pendiente	NA			public_default	
SDD	00-preparacion	5	Semana 0 · Swift básico para entender contratos de dominio	00-preparacion/04-swift-basico-para-sdd.md	pendiente	NA			public_default	
SDD	00-preparacion	6	Semana 0 · SPM y primer test para arrancar con red de seguridad	00-preparacion/05-spm-y-primer-test.md	pendiente	NA			public_default	
SDD	00-preparacion	7	Semana 0 · Checkpoint de preparación antes de entrar en Semana 1	00-preparacion/06-checkpoint-preparacion.md	pendiente	NA			public_default	
SDD	openspec	1	Cambios OpenSpec del curso	openspec/changes/README.md	pendiente	NA			review_public	
SDD	openspec	2	Especificación de Ticketing	openspec/specs/ticketing/spec.md	pendiente	NA			review_public	
SDD	02-semana-01	1	Semana 1: así arranca un ticket enterprise de verdad	02-semana-01/00-semana-01-introduccion.md	pendiente	NA			public_default	
SDD	02-semana-01	2	Semana 1 · Lección 1: de un dolor difuso a un problema accionable	02-semana-01/01-problema-negocio.md	pendiente	NA			public_default	
SDD	02-semana-01	3	Semana 1 · Lección 2: OpenSpec como contrato, no como documento decorativo	02-semana-01/02-spec-inicial.md	pendiente	NA			public_default	
SDD	02-semana-01	4	Semana 1 · Lección 3: BDD como puente entre negocio y código	02-semana-01/03-bdd-escenarios.md	pendiente	NA			public_default	
SDD	02-semana-01	5	Semana 1 · Lección 4: TDD para convertir escenarios en comportamiento confiable	02-semana-01/04-tdd-primer-ciclo.md	pendiente	NA			public_default	
SDD	02-semana-01	6	Semana 1 · Lección 5: pasar de pruebas verdes a producción defendible	02-semana-01/05-codigo-produccion.md	pendiente	NA			public_default	
SDD	02-semana-01	7	Semana 1 · Lección 6: refactor sin romper confianza	02-semana-01/06-refactor-evidencia.md	pendiente	NA			public_default	
SDD	02-semana-01	8	Semana 1 · Lección 7: cerrar con criterio, no con sensación	02-semana-01/07-checkpoint-evaluacion.md	pendiente	NA			public_default	
SDD	02-semana-01	9	Semana 1 · Lección 8: bitácora auditable para cerrar el ticket de verdad	02-semana-01/08-bitacora-commits.md	pendiente	NA			public_default	
SDD	openspec	3	Proposal: Week 01 — Ticket basics (crear y listar)	openspec/changes/archive/2026-02-12-week01-ticket-basics/proposal.md	pendiente	NA			review_public	
SDD	openspec	4	Delta for Ticketing (Week 01)	openspec/changes/archive/2026-02-12-week01-ticket-basics/specs/ticketing/spec.md	pendiente	NA			review_public	
SDD	openspec	5	Design: Week 01 — Ticket basics	openspec/changes/archive/2026-02-12-week01-ticket-basics/design.md	pendiente	NA			review_public	
SDD	openspec	6	Tasks (Week 01)	openspec/changes/archive/2026-02-12-week01-ticket-basics/tasks.md	pendiente	NA			review_public	
SDD	03-semana-02	1	Semana 2: cuando un ticket deja de ser un dato y se convierte en un proceso gobernado	03-semana-02/00-semana-02-roadmap.md	pendiente	NA			public_default	
SDD	03-semana-02	2	"Semana 2 · Lección 1: el problema real no es ""cambiar estado"", es gobernar una historia de trabajo"	03-semana-02/01-problema-lifecycle.md	pendiente	NA			public_default	
SDD	03-semana-02	3	Semana 2 · Lección 2: llevar el problema a OpenSpec para que el equipo deje de discutir opiniones	03-semana-02/02-spec-lifecycle-v1.md	pendiente	NA			public_default	
SDD	03-semana-02	4	Semana 2 · Lección 3: BDD del lifecycle para que todos evalúen lo mismo sin abrir Xcode	03-semana-02/03-bdd-lifecycle.md	pendiente	NA			public_default	
SDD	03-semana-02	5	Semana 2 · Lección 4: TDD de lifecycle para que una regresión se detecte en segundos	03-semana-02/04-tdd-lifecycle.md	pendiente	NA			public_default	
SDD	03-semana-02	6	Semana 2 · Lección 5: código de producción del lifecycle con arquitectura limpia	03-semana-02/05-codigo-lifecycle.md	pendiente	NA			public_default	
SDD	03-semana-02	7	Semana 2 · Lección 6: refactor con trazabilidad para que el cambio no dependa de tu memoria	03-semana-02/06-refactor-trazabilidad.md	pendiente	NA			public_default	
SDD	03-semana-02	8	Semana 2 · Lección 7: checkpoint de cierre para decidir con criterio, no con sensación	03-semana-02/07-checkpoint-evaluacion.md	pendiente	NA			public_default	
SDD	03-semana-02	9	Semana 2 · Lección 8: bitácora de commits para que el repositorio explique el cambio sin reuniones extra	03-semana-02/08-bitacora-commits.md	pendiente	NA			public_default	
SDD	openspec	7	Proposal: Week 02 — Ticket lifecycle (transiciones)	openspec/changes/archive/2026-02-12-week02-ticket-lifecycle/proposal.md	pendiente	NA			review_public	
SDD	openspec	8	Delta for Ticketing (Week 02)	openspec/changes/archive/2026-02-12-week02-ticket-lifecycle/specs/ticketing/spec.md	pendiente	NA			review_public	
SDD	openspec	9	Design: Week 02 — Ticket lifecycle	openspec/changes/archive/2026-02-12-week02-ticket-lifecycle/design.md	pendiente	NA			review_public	
SDD	openspec	10	Tasks (Week 02)	openspec/changes/archive/2026-02-12-week02-ticket-lifecycle/tasks.md	pendiente	NA			review_public	
SDD	04-semana-03	1	Semana 3: cuando el contrato deja de ser invisible y se vuelve experiencia en pantalla	04-semana-03/00-semana-03-roadmap.md	pendiente	NA			public_default	
SDD	04-semana-03	2	Semana 3 · Lección 1: el problema no es pintar una pantalla, es cablear responsabilidades sin fugas	04-semana-03/01-problema-swiftui-wiring.md	pendiente	NA			public_default	
SDD	04-semana-03	3	Semana 3 · Lección 2: fijar el contrato de interfaz antes de tocar implementación	04-semana-03/02-spec-swiftui-shell-v1.md	pendiente	NA			public_default	
SDD	04-semana-03	4	Semana 3 · Lección 3: BDD para describir experiencia observable sin filtrar detalles internos	04-semana-03/03-bdd-swiftui-shell.md	pendiente	NA			public_default	
SDD	04-semana-03	5	Semana 3 · Lección 4: TDD del ViewModel para blindar el cableado entre intención de UI y reglas de negocio	04-semana-03/04-tdd-viewmodel-wiring.md	pendiente	NA			public_default	
SDD	04-semana-03	6	Semana 3 · Lección 5: producción de shell SwiftUI alineada con contrato, pruebas y fronteras de arquitectura	04-semana-03/05-codigo-swiftui-shell.md	pendiente	NA			public_default	
SDD	04-semana-03	7	Semana 3 · Lección 6: refactor del composition root para que el crecimiento no destruya el diseño	04-semana-03/06-refactor-composition-root.md	pendiente	NA			public_default	
SDD	04-semana-03	8	Semana 3 · Lección 7: checkpoint de cierre para decidir con evidencia si la semana está realmente terminada	04-semana-03/07-checkpoint-evaluacion.md	pendiente	NA			public_default	
SDD	04-semana-03	9	Semana 3 · Lección 8: bitácora de commits para cerrar Week 3 con historia técnica defendible	04-semana-03/08-bitacora-commits.md	pendiente	NA			public_default	
SDD	openspec	11	Proposal: Week 03 — SwiftUI shell and clean wiring	openspec/changes/archive/2026-02-13-week03-swiftui-shell/proposal.md	pendiente	NA			review_public	
SDD	openspec	12	Delta for Ticketing (Week 03)	openspec/changes/archive/2026-02-13-week03-swiftui-shell/specs/ticketing/spec.md	pendiente	NA			review_public	
SDD	openspec	13	Design: Week 03 — SwiftUI shell wiring	openspec/changes/archive/2026-02-13-week03-swiftui-shell/design.md	pendiente	NA			review_public	
SDD	openspec	14	Tasks (Week 03)	openspec/changes/archive/2026-02-13-week03-swiftui-shell/tasks.md	pendiente	NA			review_public	
SDD	05-semana-04	1	Semana 4: cuando tu sistema empieza a hablar con otros equipos y cada palabra importa	05-semana-04/00-semana-04-roadmap.md	pendiente	NA			public_default	
SDD	05-semana-04	2	"Semana 4 · Lección 1: el problema no es ""tener API"", es garantizar que todos entiendan lo mismo"	05-semana-04/01-problema-contrato-api.md	pendiente	NA			public_default	
SDD	05-semana-04	3	Semana 4 · Lección 2: escribir la spec v1 antes de codificar para proteger evolución	05-semana-04/02-spec-contrato-api-v1.md	pendiente	NA			public_default	
SDD	05-semana-04	4	Semana 4 · Lección 3: BDD de contrato para que el acuerdo sea ejecutable por todos	05-semana-04/03-bdd-contrato-api.md	pendiente	NA			public_default	
SDD	05-semana-04	5	Semana 4 · Lección 4: TDD de contrato para detectar una ruptura antes de que llegue a integración real	05-semana-04/04-tdd-contract-tests.md	pendiente	NA			public_default	
SDD	05-semana-04	6	Semana 4 · Lección 5: implementar el contrato v1 sin contaminar el dominio	05-semana-04/05-codigo-contrato-openapi.md	pendiente	NA			public_default	
SDD	05-semana-04	7	Semana 4 · Lección 6: refactorizar el boundary para que la semántica no se degrade con el tiempo	05-semana-04/06-refactor-boundary-contrato.md	pendiente	NA			public_default	
SDD	05-semana-04	8	Semana 4 · Lección 7: checkpoint de cierre para declarar API v1 lista con evidencia verificable	05-semana-04/07-checkpoint-evaluacion.md	pendiente	NA			public_default	
SDD	05-semana-04	9	Semana 4 · Lección 8: bitácora de commits para que el cierre sea reconstruible dentro de seis meses	05-semana-04/08-bitacora-commits.md	pendiente	NA			public_default	
SDD	openspec	15	Proposal: Semana 04 — contrato API v1 para ticketing	openspec/changes/archive/2026-02-13-week04-api-contract-v1/proposal.md	pendiente	NA			review_public	
SDD	openspec	16	Delta para Ticketing (Semana 04)	openspec/changes/archive/2026-02-13-week04-api-contract-v1/specs/ticketing/spec.md	pendiente	NA			review_public	
SDD	openspec	17	Design: Semana 04 — límite del contrato API	openspec/changes/archive/2026-02-13-week04-api-contract-v1/design.md	pendiente	NA			review_public	
SDD	openspec	18	Tasks (Semana 04)	openspec/changes/archive/2026-02-13-week04-api-contract-v1/tasks.md	pendiente	NA			review_public	
SDD	06-semana-05	1	Semana 5: persistencia local de verdad sin sacrificar arquitectura ni capacidad de cambio	06-semana-05/00-semana-05-roadmap.md	pendiente	NA			public_default	
SDD	06-semana-05	2	Semana 5 · Lección 1: el problema de fondo no es guardar datos, es dónde colocas esa responsabilidad	06-semana-05/01-problema-persistencia-local.md	pendiente	NA			public_default	
SDD	06-semana-05	3	Semana 5 · Lección 2: convertir persistencia local en contrato de comportamiento con OpenSpec	06-semana-05/02-spec-persistencia-local-v1.md	pendiente	NA			public_default	
SDD	06-semana-05	4	Semana 5 · Lección 3: traducir la spec a escenarios BDD que prueben durabilidad real y no ilusión de memoria	06-semana-05/03-bdd-persistencia-local.md	pendiente	NA			public_default	
SDD	06-semana-05	5	Semana 5 · Lección 4: TDD del adaptador local para demostrar durabilidad bajo condiciones reales	06-semana-05/04-tdd-adaptador-local.md	pendiente	NA			public_default	
SDD	06-semana-05	6	Semana 5 · Lección 5: implementar el adaptador local con puerto estable y frontera limpia	06-semana-05/05-codigo-adaptador-local.md	pendiente	NA			public_default	
SDD	06-semana-05	7	Semana 5 · Lección 6: refactor del puerto adaptador para que la persistencia siga siendo mantenible	06-semana-05/06-refactor-puerto-adaptador.md	pendiente	NA			public_default	
SDD	06-semana-05	8	Semana 5 · Lección 7: checkpoint de cierre con evidencia de durabilidad y frontera arquitectónica	06-semana-05/07-checkpoint-evaluacion.md	pendiente	NA			public_default	
SDD	06-semana-05	9	Semana 5 · Lección 8: bitácora de commits para dejar persistencia local trazable y defendible	06-semana-05/08-bitacora-commits.md	pendiente	NA			public_default	
SDD	openspec	19	Proposal: Semana 05 — adaptador de persistencia local	openspec/changes/archive/2026-02-13-week05-local-persistence-adapter/proposal.md	pendiente	NA			review_public	
SDD	openspec	20	Delta para Ticketing (Semana 05)	openspec/changes/archive/2026-02-13-week05-local-persistence-adapter/specs/ticketing/spec.md	pendiente	NA			review_public	
SDD	openspec	21	Design: Semana 05 — límite de persistencia local	openspec/changes/archive/2026-02-13-week05-local-persistence-adapter/design.md	pendiente	NA			review_public	
SDD	openspec	22	Tasks (Semana 05)	openspec/changes/archive/2026-02-13-week05-local-persistence-adapter/tasks.md	pendiente	NA			review_public	
SDD	07-semana-06	1	Semana 6: diseñar un sistema que siga siendo útil cuando internet no coopera	07-semana-06/00-semana-06-roadmap.md	pendiente	NA			public_default	
SDD	07-semana-06	2	Semana 6 · Lección 1: el problema no es tener cache, el problema es no decidir quién manda en cada contexto	07-semana-06/01-problema-offline-cache.md	pendiente	NA			public_default	
SDD	07-semana-06	3	Semana 6 · Lección 2: especificar la política offline-first para que no dependa de intuiciones locales	07-semana-06/02-spec-offline-cache-v1.md	pendiente	NA			public_default	
SDD	07-semana-06	4	Semana 6 · Lección 3: BDD de offline-first para que todo el equipo valide la misma política	07-semana-06/03-bdd-offline-cache.md	pendiente	NA			public_default	
SDD	07-semana-06	5	Semana 6 · Lección 4: TDD del repositorio offline-first para blindar coordinación entre fuentes	07-semana-06/04-tdd-offline-first-repository.md	pendiente	NA			public_default	
SDD	07-semana-06	6	Semana 6 · Lección 5: implementación de `OfflineFirstTicketRepository` sin romper casos de uso	07-semana-06/05-codigo-offline-first-repository.md	pendiente	NA			public_default	
SDD	07-semana-06	7	Semana 6 · Lección 6: refactor de sincronización para que la política offline-first siga siendo mantenible	07-semana-06/06-refactor-sync-policy.md	pendiente	NA			public_default	
SDD	07-semana-06	8	Semana 6 · Lección 7: checkpoint de resiliencia para cerrar offline-first con evidencia real	07-semana-06/07-checkpoint-evaluacion.md	pendiente	NA			public_default	
SDD	07-semana-06	9	Semana 6 · Lección 8: bitácora de commits para que la política offline-first pueda reconstruirse sin ambigüedad	07-semana-06/08-bitacora-commits.md	pendiente	NA			public_default	
SDD	openspec	23	Proposal: Semana 06 — política de caché offline y sincronización	openspec/changes/archive/2026-02-13-week06-offline-cache-policy/proposal.md	pendiente	NA			review_public	
