course	section	lesson	file	has_mermaid	has_non_mermaid_snippet	priority	reason
SDD	03-semana-02	Semana 2 · Lección 7: checkpoint de cierre para decidir con criterio, no con sensación	03-semana-02/07-checkpoint-evaluacion.md	yes	yes	P2	ok
SDD	03-semana-02	Semana 2 · Lección 8: bitácora de commits para que el repositorio explique el cambio sin reuniones extra	03-semana-02/08-bitacora-commits.md	yes	yes	P2	ok
SDD	04-semana-03	Semana 3: cuando el contrato deja de ser invisible y se vuelve experiencia en pantalla	04-semana-03/00-semana-03-roadmap.md	yes	yes	P2	ok
SDD	04-semana-03	Semana 3 · Lección 1: el problema no es pintar una pantalla, es cablear responsabilidades sin fugas	04-semana-03/01-problema-swiftui-wiring.md	yes	yes	P2	ok
SDD	04-semana-03	Semana 3 · Lección 2: fijar el contrato de interfaz antes de tocar implementación	04-semana-03/02-spec-swiftui-shell-v1.md	yes	yes	P2	ok
SDD	04-semana-03	Semana 3 · Lección 3: BDD para describir experiencia observable sin filtrar detalles internos	04-semana-03/03-bdd-swiftui-shell.md	yes	yes	P2	ok
SDD	04-semana-03	Semana 3 · Lección 4: TDD del ViewModel para blindar el cableado entre intención de UI y reglas de negocio	04-semana-03/04-tdd-viewmodel-wiring.md	yes	yes	P2	ok
SDD	04-semana-03	Semana 3 · Lección 5: producción de shell SwiftUI alineada con contrato, pruebas y fronteras de arquitectura	04-semana-03/05-codigo-swiftui-shell.md	yes	yes	P2	ok
SDD	04-semana-03	Semana 3 · Lección 6: refactor del composition root para que el crecimiento no destruya el diseño	04-semana-03/06-refactor-composition-root.md	yes	yes	P2	ok
SDD	04-semana-03	Semana 3 · Lección 7: checkpoint de cierre para decidir con evidencia si la semana está realmente terminada	04-semana-03/07-checkpoint-evaluacion.md	yes	yes	P2	ok
SDD	04-semana-03	Semana 3 · Lección 8: bitácora de commits para cerrar Week 3 con historia técnica defendible	04-semana-03/08-bitacora-commits.md	yes	yes	P2	ok
SDD	05-semana-04	Semana 4: cuando tu sistema empieza a hablar con otros equipos y cada palabra importa	05-semana-04/00-semana-04-roadmap.md	yes	yes	P2	ok
SDD	05-semana-04	Semana 4 · Lección 1: el problema no es "tener API", es garantizar que todos entiendan lo mismo	05-semana-04/01-problema-contrato-api.md	yes	yes	P2	ok
SDD	05-semana-04	Semana 4 · Lección 2: escribir la spec v1 antes de codificar para proteger evolución	05-semana-04/02-spec-contrato-api-v1.md	yes	yes	P2	ok
SDD	05-semana-04	Semana 4 · Lección 3: BDD de contrato para que el acuerdo sea ejecutable por todos	05-semana-04/03-bdd-contrato-api.md	yes	yes	P2	ok
SDD	05-semana-04	Semana 4 · Lección 4: TDD de contrato para detectar una ruptura antes de que llegue a integración real	05-semana-04/04-tdd-contract-tests.md	yes	yes	P2	ok
SDD	05-semana-04	Semana 4 · Lección 5: implementar el contrato v1 sin contaminar el dominio	05-semana-04/05-codigo-contrato-openapi.md	yes	yes	P2	ok
SDD	05-semana-04	Semana 4 · Lección 6: refactorizar el boundary para que la semántica no se degrade con el tiempo	05-semana-04/06-refactor-boundary-contrato.md	yes	yes	P2	ok
SDD	05-semana-04	Semana 4 · Lección 7: checkpoint de cierre para declarar API v1 lista con evidencia verificable	05-semana-04/07-checkpoint-evaluacion.md	yes	yes	P2	ok
SDD	05-semana-04	Semana 4 · Lección 8: bitácora de commits para que el cierre sea reconstruible dentro de seis meses	05-semana-04/08-bitacora-commits.md	yes	yes	P2	ok
SDD	06-semana-05	Semana 5: persistencia local de verdad sin sacrificar arquitectura ni capacidad de cambio	06-semana-05/00-semana-05-roadmap.md	yes	yes	P2	ok
SDD	06-semana-05	Semana 5 · Lección 1: el problema de fondo no es guardar datos, es dónde colocas esa responsabilidad	06-semana-05/01-problema-persistencia-local.md	yes	yes	P2	ok
SDD	06-semana-05	Semana 5 · Lección 2: convertir persistencia local en contrato de comportamiento con OpenSpec	06-semana-05/02-spec-persistencia-local-v1.md	yes	yes	P2	ok
SDD	06-semana-05	Semana 5 · Lección 3: traducir la spec a escenarios BDD que prueben durabilidad real y no ilusión de memoria	06-semana-05/03-bdd-persistencia-local.md	yes	yes	P2	ok
SDD	06-semana-05	Semana 5 · Lección 4: TDD del adaptador local para demostrar durabilidad bajo condiciones reales	06-semana-05/04-tdd-adaptador-local.md	yes	yes	P2	ok
SDD	06-semana-05	Semana 5 · Lección 5: implementar el adaptador local con puerto estable y frontera limpia	06-semana-05/05-codigo-adaptador-local.md	yes	yes	P2	ok
SDD	06-semana-05	Semana 5 · Lección 6: refactor del puerto adaptador para que la persistencia siga siendo mantenible	06-semana-05/06-refactor-puerto-adaptador.md	yes	yes	P2	ok
SDD	06-semana-05	Semana 5 · Lección 7: checkpoint de cierre con evidencia de durabilidad y frontera arquitectónica	06-semana-05/07-checkpoint-evaluacion.md	yes	yes	P2	ok
SDD	06-semana-05	Semana 5 · Lección 8: bitácora de commits para dejar persistencia local trazable y defendible	06-semana-05/08-bitacora-commits.md	yes	yes	P2	ok
SDD	07-semana-06	Semana 6: diseñar un sistema que siga siendo útil cuando internet no coopera	07-semana-06/00-semana-06-roadmap.md	yes	yes	P2	ok
SDD	07-semana-06	Semana 6 · Lección 1: el problema no es tener cache, el problema es no decidir quién manda en cada contexto	07-semana-06/01-problema-offline-cache.md	yes	yes	P2	ok
SDD	07-semana-06	Semana 6 · Lección 2: especificar la política offline-first para que no dependa de intuiciones locales	07-semana-06/02-spec-offline-cache-v1.md	yes	yes	P2	ok
SDD	07-semana-06	Semana 6 · Lección 3: BDD de offline-first para que todo el equipo valide la misma política	07-semana-06/03-bdd-offline-cache.md	yes	yes	P2	ok
SDD	07-semana-06	Semana 6 · Lección 4: TDD del repositorio offline-first para blindar coordinación entre fuentes	07-semana-06/04-tdd-offline-first-repository.md	yes	yes	P2	ok
SDD	07-semana-06	Semana 6 · Lección 5: implementación de `OfflineFirstTicketRepository` sin romper casos de uso	07-semana-06/05-codigo-offline-first-repository.md	yes	yes	P2	ok
SDD	07-semana-06	Semana 6 · Lección 6: refactor de sincronización para que la política offline-first siga siendo mantenible	07-semana-06/06-refactor-sync-policy.md	yes	yes	P2	ok
SDD	07-semana-06	Semana 6 · Lección 7: checkpoint de resiliencia para cerrar offline-first con evidencia real	07-semana-06/07-checkpoint-evaluacion.md	yes	yes	P2	ok
SDD	07-semana-06	Semana 6 · Lección 8: bitácora de commits para que la política offline-first pueda reconstruirse sin ambigüedad	07-semana-06/08-bitacora-commits.md	yes	yes	P2	ok
SDD	08-semana-07	Semana 7: aprender a operar el sistema cuando algo falla, no solo a construirlo cuando todo va bien	08-semana-07/00-semana-07-roadmap.md	yes	yes	P2	ok
SDD	08-semana-07	Semana 7 · Lección 1: el mayor coste de una incidencia no es el fallo inicial, es no poder explicarlo rápido	08-semana-07/01-problema-observabilidad.md	yes	yes	P2	ok
SDD	08-semana-07	Semana 7 · Lección 2: especificar observabilidad en OpenSpec para que operar no dependa de memoria oral	08-semana-07/02-spec-observabilidad-baseline.md	yes	yes	P2	ok
SDD	08-semana-07	Semana 7 · Lección 3: BDD de observabilidad para que desarrollo y operación lean la misma realidad	08-semana-07/03-bdd-observabilidad.md	yes	yes	P2	ok
SDD	08-semana-07	Semana 7 · Lección 4: TDD de observabilidad para evitar quedar ciego cuando el sistema falle	08-semana-07/04-tdd-observed-repository.md	yes	yes	P2	ok
SDD	08-semana-07	Semana 7 · Lección 5: código de `ObservedTicketRepository` para ganar visibilidad sin contaminar dominio	08-semana-07/05-codigo-observed-repository.md	yes	yes	P2	ok
SDD	08-semana-07	Semana 7 · Lección 6: refactor de convención de eventos para que la observabilidad no se degrade con el tiempo	08-semana-07/06-refactor-convencion-eventos.md	yes	yes	P2	ok
SDD	08-semana-07	Semana 7 · Lección 7: checkpoint de observabilidad para demostrar utilidad operativa real	08-semana-07/07-checkpoint-evaluacion.md	yes	yes	P2	ok
SDD	08-semana-07	Semana 7 · Lección 8: bitácora de commits para preservar contexto operativo y acelerar mentoring	08-semana-07/08-bitacora-commits.md	yes	yes	P2	ok
SDD	09-semana-08	Semana 8: convertir calidad en una decisión técnica reproducible y no en una discusión subjetiva	09-semana-08/00-semana-08-roadmap.md	yes	yes	P2	ok
SDD	09-semana-08	Semana 8 · Lección 1: el problema real de calidad cuando no existe un árbitro técnico común	09-semana-08/01-problema-quality-gates.md	yes	yes	P2	ok
SDD	09-semana-08	Semana 8 · Lección 2: escribir la spec de quality gates para que la decisión de release sea determinista	09-semana-08/02-spec-quality-gates-v1.md	yes	yes	P2	ok
SDD	09-semana-08	Semana 8 · Lección 3: BDD de quality gates para alinear a todo el equipo en la misma definición de "pasa" y "bloquea"	09-semana-08/03-bdd-quality-gates.md	yes	yes	P2	ok
SDD	09-semana-08	Semana 8 · Lección 4: TDD del evaluador para blindar la decisión de release con reglas estables	09-semana-08/04-tdd-quality-gate-evaluator.md	yes	yes	P2	ok
SDD	09-semana-08	Semana 8 · Lección 5: código de la CLI para convertir policy en una decisión ejecutable por pipeline	09-semana-08/05-codigo-quality-gates-cli.md	yes	yes	P2	ok
SDD	09-semana-08	Semana 8 · Lección 6: refactor de umbrales para evolucionar la calidad sin romper coherencia	09-semana-08/06-refactor-policy-thresholds.md	yes	yes	P2	ok
SDD	09-semana-08	Semana 8 · Lección 7: checkpoint de quality gates para cerrar con decisión técnica reproducible	09-semana-08/07-checkpoint-evaluacion.md	yes	yes	P2	ok
SDD	09-semana-08	Semana 8 · Lección 8: bitácora de commits para sostener quality gates cuando cambie el equipo y el contexto	09-semana-08/08-bitacora-commits.md	yes	yes	P2	ok
SDD	10-semana-09	Semana 9: seguridad y compliance como diseño explícito de frontera, no como parche de última hora	10-semana-09/00-semana-09-roadmap.md	yes	yes	P2	ok
SDD	10-semana-09	Semana 9 · Lección 1: el incidente de compliance que nace en telemetría, no en la lógica principal	10-semana-09/01-problema-seguridad-compliance.md	yes	yes	P2	ok
SDD	10-semana-09	Semana 9 · Lección 2: especificar compliance de telemetría en OpenSpec para que sea ejecutable y auditable	10-semana-09/02-spec-seguridad-compliance-v1.md	yes	yes	P2	ok
SDD	10-semana-09	Semana 9 · Lección 3: BDD de seguridad y compliance para alinear significado entre roles	10-semana-09/03-bdd-seguridad-compliance.md	yes	yes	P2	ok
SDD	10-semana-09	Semana 9 · Lección 4: TDD de seguridad para que una regresión invisible no llegue a producción	10-semana-09/04-tdd-telemetry-security-policy.md	yes	yes	P2	ok
SDD	10-semana-09	Semana 9 · Lección 5: llevar compliance a producción con una frontera única y verificable	10-semana-09/05-codigo-security-compliant-sink.md	yes	yes	P2	ok
SDD	10-semana-09	Semana 9 · Lección 6: refactor de clasificación para escalar compliance sin crear deuda silenciosa	10-semana-09/06-refactor-data-classification.md	yes	yes	P2	ok
SDD	10-semana-09	Semana 9 · Lección 7: checkpoint de cierre para demostrar compliance con evidencia reproducible	10-semana-09/07-checkpoint-evaluacion.md	yes	yes	P2	ok
SDD	10-semana-09	Semana 9 · Lección 8: bitácora de commits para que compliance siga siendo defendible dentro de seis meses	10-semana-09/08-bitacora-commits.md	yes	yes	P2	ok
SDD	11-semana-10	Semana 10: validar que la arquitectura escala cuando aparece una segunda feature real	11-semana-10/00-semana-10-roadmap.md	yes	yes	P2	ok
SDD	11-semana-10	Semana 10 · Lección 1: por qué resolver tickets no alcanza si el conocimiento no se convierte en capacidad del sistema	11-semana-10/01-problema-feature-catalogo.md	yes	yes	P2	ok
SDD	11-semana-10	Semana 10 · Lección 2: definir catálogo v1 en OpenSpec para construir con foco y sin ambigüedad	11-semana-10/02-spec-catalogo-v1.md	yes	yes	P2	ok
SDD	11-semana-10	Semana 10 · Lección 3: BDD del catálogo para convertir una idea de producto en contrato compartido	11-semana-10/03-bdd-catalogo.md	yes	yes	P2	ok
SDD	11-semana-10	Semana 10 · Lección 4: TDD de dominio y aplicación para que el catálogo nazca estable	11-semana-10/04-tdd-catalogo-domain-application.md	yes	yes	P2	ok
SDD	11-semana-10	Semana 10 · Lección 5: implementación del catálogo con repositorio en memoria sin romper arquitectura	11-semana-10/05-codigo-catalogo-memory-repository.md	yes	yes	P2	ok
SDD	11-semana-10	Semana 10 · Lección 6: refactor de fronteras para que dos features convivan sin contaminarse	11-semana-10/06-refactor-boundary-catalogo.md	yes	yes	P2	ok
SDD	11-semana-10	Semana 10 · Lección 7: checkpoint de expansión para cerrar crecimiento sin romper estabilidad	11-semana-10/07-checkpoint-evaluacion.md	yes	yes	P2	ok
SDD	11-semana-10	Semana 10 · Lección 8: bitácora de commits para que la expansión quede explicada y defendible	11-semana-10/08-bitacora-commits.md	yes	yes	P2	ok
SDD	12-semana-11	Semana 11: integrar features sin convertir la app en una red de atajos difíciles de mantener	12-semana-11/00-semana-11-roadmap.md	yes	yes	P2	ok
SDD	12-semana-11	Semana 11 · Lección 1: por qué una navegación que "funciona" puede seguir siendo mala arquitectura	12-semana-11/01-problema-integracion-features.md	yes	yes	P2	ok
SDD	12-semana-11	Semana 11 · Lección 2: especificar la integración entre features para que el desacoplamiento no dependa de memoria	12-semana-11/02-spec-integracion-v1.md	yes	yes	P2	ok
SDD	12-semana-11	Semana 11 · Lección 3: BDD de integración para validar conversaciones entre componentes, no suposiciones	12-semana-11/03-bdd-integracion-features.md	yes	yes	P2	ok
SDD	12-semana-11	Semana 11 · Lección 4: TDD de router y coordinador para blindar el contrato de navegación	12-semana-11/04-tdd-router-coordinator.md	yes	yes	P2	ok
SDD	12-semana-11	Semana 11 · Lección 5: código de shell raíz con navegación gobernada y propiedad explícita de estado	12-semana-11/05-codigo-root-shell-navigation.md	yes	yes	P2	ok
SDD	12-semana-11	Semana 11 · Lección 6: refactor de wiring para escalar features sin crecer en caos de ensamblado	12-semana-11/06-refactor-wiring-entre-features.md	yes	yes	P2	ok
SDD	12-semana-11	Semana 11 · Lección 7: checkpoint de integración para cerrar con garantías de arquitectura y no solo de UI	12-semana-11/07-checkpoint-evaluacion.md	yes	yes	P2	ok
SDD	12-semana-11	Semana 11 · Lección 8: bitácora de commits para que la integración entre features sea auditable y mantenible	12-semana-11/08-bitacora-commits.md	yes	yes	P2	ok
SDD	13-semana-12	Semana 12: modularización con enforcement automático para que la arquitectura se sostenga bajo presión real	13-semana-12/00-semana-12-roadmap.md	yes	yes	P2	ok
SDD	13-semana-12	Semana 12 · Lección 1: por qué tener módulos no evita degradación si faltan reglas ejecutables	13-semana-12/01-problema-modularizacion-sin-reglas.md	yes	yes	P2	ok
SDD	13-semana-12	Semana 12 · Lección 2: cómo escribir una spec de fronteras de módulo que realmente gobierne el sistema	13-semana-12/02-spec-module-boundary-v1.md	yes	yes	P2	ok
SDD	13-semana-12	Semana 12 · Lección 3: llevar la gobernanza de módulos a BDD para que deje de ser discurso y pase a evidencia	13-semana-12/03-bdd-module-boundaries.md	yes	yes	P2	ok
SDD	13-semana-12	Semana 12 · Lección 4: TDD del evaluador para blindar fronteras de módulo frente a regresiones silenciosas	13-semana-12/04-tdd-module-boundary-evaluator.md	yes	yes	P2	ok
SDD	13-semana-12	Semana 12 · Lección 5: llevar el evaluador a producción con una CLI estable y auditable	13-semana-12/05-codigo-module-governance-cli.md	yes	yes	P2	ok
SDD	13-semana-12	Semana 12 · Lección 6: integrar module boundary en quality gates para que la arquitectura sea condición de release	13-semana-12/06-refactor-quality-gates-con-boundaries.md	yes	yes	P2	ok
SDD	13-semana-12	Semana 12 · Lección 7: checkpoint de gobernanza modular con evidencia que resiste auditoría	13-semana-12/07-checkpoint-evaluacion.md	yes	yes	P2	ok
SDD	13-semana-12	Semana 12 · Lección 8: bitácora de commits para que la gobernanza sea memoria viva del equipo	13-semana-12/08-bitacora-commits.md	yes	yes	P2	ok
SDD	14-semana-13	Semana 13: gobernanza técnica con RFC y ADR integrados en el flujo SDD para escalar decisiones	14-semana-13/00-semana-13-roadmap.md	yes	yes	P2	ok
SDD	14-semana-13	Semana 13 · Lección 1: qué se rompe cuando las decisiones no dejan evidencia y solo viven en la memoria	14-semana-13/01-problema-gobernanza-sin-evidencia.md	yes	yes	P2	ok
SDD	14-semana-13	Semana 13 · Lección 2: diseñar una spec de gobernanza que pase de intención a control operativo	14-semana-13/02-spec-gobernanza-rfc-adr-v1.md	yes	yes	P2	ok
SDD	14-semana-13	Semana 13 · Lección 3: traducir gobernanza a BDD para evaluar decisiones con el mismo rigor que una feature	14-semana-13/03-bdd-gobernanza.md	yes	yes	P2	ok
SDD	14-semana-13	Semana 13 · Lección 4: TDD del validador de gobernanza para detectar huecos documentales antes de que escalen	14-semana-13/04-tdd-governance-validator.md	yes	yes	P2	ok
SDD	14-semana-13	Semana 13 · Lección 5: integrar gobernanza en producción para que el proceso sea consistente entre local y CI	14-semana-13/05-codigo-gobernanza-integrada.md	yes	yes	P2	ok
SDD	14-semana-13	Semana 13 · Lección 6: refactor del ciclo RFC y ADR para maximizar claridad y minimizar fricción	14-semana-13/06-refactor-lifecycle-rfc-adr.md	yes	yes	P2	ok
SDD	14-semana-13	Semana 13 · Lección 7: checkpoint final para demostrar gobernanza automatizada con evidencia reproducible	14-semana-13/07-checkpoint-evaluacion.md	yes	yes	P2	ok
SDD	14-semana-13	Semana 13 · Lección 8: bitácora de commits para conservar el hilo de decisiones arquitectónicas	14-semana-13/08-bitacora-commits.md	yes	yes	P2	ok
SDD	15-semana-14	Semana 14: release readiness y rollback drills como disciplina operativa verificable	15-semana-14/00-semana-14-roadmap.md	yes	yes	P2	ok
SDD	15-semana-14	Semana 14 · Lección 1: desplegar sin readiness convierte una regresión normal en un incidente caro	15-semana-14/01-problema-release-sin-readiness.md	yes	yes	P2	ok
SDD	15-semana-14	Semana 14 · Lección 2: especificar release readiness para que el go/no-go sea determinista	15-semana-14/02-spec-release-readiness-v1.md	yes	yes	P2	ok
SDD	15-semana-14	Semana 14 · Lección 3: BDD de release readiness para validar operación con criterios compartidos	15-semana-14/03-bdd-release-readiness.md	yes	yes	P2	ok
SDD	15-semana-14	Semana 14 · Lección 4: TDD del evaluator de readiness para bloquear liberaciones inseguras con precisión	15-semana-14/04-tdd-release-readiness-evaluator.md	yes	yes	P2	ok
SDD	15-semana-14	Semana 14 · Lección 5: pipeline de release readiness para ejecutar go/no-go con evidencia real	15-semana-14/05-codigo-release-readiness-pipeline.md	yes	yes	P2	ok
SDD	15-semana-14	Semana 14 · Lección 6: refactor del runbook para que sea ejecutable bajo estrés real	15-semana-14/06-refactor-runbook-operable.md	yes	yes	P2	ok
SDD	15-semana-14	Semana 14 · Lección 7: checkpoint de readiness para cerrar con garantías operativas verificables	15-semana-14/07-checkpoint-evaluacion.md	yes	yes	P2	ok
SDD	15-semana-14	Semana 14 · Lección 8: bitácora de commits para demostrar madurez operativa y trazabilidad de readiness	15-semana-14/08-bitacora-commits.md	yes	yes	P2	ok
SDD	16-semana-15	Semana 15: hardening con presupuestos medibles para frenar degradación antes de que se vuelva crónica	16-semana-15/00-semana-15-roadmap.md	yes	yes	P2	ok
SDD	16-semana-15	Semana 15 · Lección 1: qué ocurre cuando no hay presupuesto técnico y todo "se arregla luego"	16-semana-15/01-problema-hardening-sin-presupuesto.md	yes	yes	P2	ok
SDD	16-semana-15	Semana 15 · Lección 2: convertir hardening en especificación verificable y no en recomendación vaga	16-semana-15/02-spec-hardening-v1.md	yes	yes	P2	ok
SDD	16-semana-15	Semana 15 · Lección 3: BDD de hardening para hablar de salud técnica con hechos y no con opiniones	16-semana-15/03-bdd-hardening.md	yes	yes	P2	ok
SDD	16-semana-15	Semana 15 · Lección 4: TDD de `HardeningEvaluator` para proteger la política de presupuestos frente al paso del tiempo	16-semana-15/04-tdd-hardening-evaluator.md	yes	yes	P2	ok
SDD	16-semana-15	Semana 15 · Lección 5: código de hardening en producción para detectar degradación antes del incidente	16-semana-15/05-codigo-hardening-cli.md	yes	yes	P2	ok
SDD	16-semana-15	Semana 15 · Lección 6: refactor de presupuestos para ajustar exigencia sin perder rigor técnico	16-semana-15/06-refactor-presupuestos-rendimiento.md	yes	yes	P2	ok
SDD	16-semana-15	Semana 15 · Lección 7: checkpoint de hardening para demostrar prevención técnica, no reacción tardía	16-semana-15/07-checkpoint-evaluacion.md	yes	yes	P2	ok
SDD	16-semana-15	Semana 15 · Lección 8: bitácora de hardening para que las decisiones sigan siendo entendibles en el tiempo	16-semana-15/08-bitacora-commits.md	yes	yes	P2	ok
SDD	17-semana-16	Semana 16: defensa final como validación enterprise de todo el ciclo SDD + IA	17-semana-16/00-semana-16-roadmap.md	yes	yes	P2	ok
SDD	17-semana-16	Semana 16 · Lección 1: por qué una defensa sin evidencia sólida pierde credibilidad aunque la app funcione	17-semana-16/01-problema-defensa-sin-evidencia.md	yes	yes	P2	ok
SDD	17-semana-16	Semana 16 · Lección 2: especificar la defensa final con umbrales para cerrar con criterio objetivo	17-semana-16/02-spec-final-defense-v1.md	yes	yes	P2	ok
SDD	17-semana-16	Semana 16 · Lección 3: BDD de defensa final para convertir aceptación en comportamiento comprobable	17-semana-16/03-bdd-final-defense.md	yes	yes	P2	ok
SDD	17-semana-16	Semana 16 · Lección 4: TDD de `FinalDefenseEvaluator` para blindar el criterio de aceptación final	17-semana-16/04-tdd-final-defense-evaluator.md	yes	yes	P2	ok
SDD	17-semana-16	Semana 16 · Lección 5: pipeline de defensa final para cerrar el curso con un proceso reproducible	17-semana-16/05-codigo-final-defense-pipeline.md	yes	yes	P2	ok
SDD	17-semana-16	Semana 16 · Lección 6: refactor de la defensa para que sea ejecutable por cualquier persona del equipo	17-semana-16/06-refactor-defensa-reproducible.md	yes	yes	P2	ok
SDD	17-semana-16	Semana 16 · Lección 7: checkpoint final del máster para validar el ciclo completo SDD + IA	17-semana-16/07-checkpoint-evaluacion.md	yes	yes	P2	ok
SDD	17-semana-16	Semana 16 · Lección 8: bitácora final para cerrar el curso con trazabilidad completa de 0 a 100	17-semana-16/08-bitacora-commits.md	yes	yes	P2	ok
